Period,Period Label,Commodity,Commodity Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2012M08,"Aug. 2012",IN0001.08,"Minerals, ores and non-precious metals",142.88,,,-26.66804,,,-7.29903,,
2012M08,"Aug. 2012",IN0001.09,"Precious metals",143.4,,,-10.53157,,,2.33355,,
2012M08,"Aug. 2012",IN0001.10,"Fuels",196.8,,,-0.2079,,,7.6292,,
2012M08,"Aug. 2012",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2012M08,"Aug. 2012",IN0001.05,"Tropical beverages and food",124.17,,,-12.01729,,,-2.75668,,
2012M08,"Aug. 2012",IN0001.22,"All groups excl. fuels",139.78,,,-15.17174,,,-2.11485,,
2012M08,"Aug. 2012",IN0001.23,"All groups excl. precious metals",179.3,,,-4.69356,,,4.70073,,
2012M08,"Aug. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.15,,,-17.17626,,,-4.0625,,
2012M09,"Sep. 2012",IN0001.20,"All groups",177.66,,,-3.57143,,,1.491,,
2012M09,"Sep. 2012",IN0001.01,"All food",135.26,,,-3.88688,,,-1.08958,,
2012M09,"Sep. 2012",IN0001.02,"Food",126.37,,,-7.09454,,,-2.00837,,
2012M09,"Sep. 2012",IN0001.03,"Tropical beverages",110.99,,,-23.185,,,1.34222,,
2012M09,"Sep. 2012",IN0001.04,"Vegetable oilseeds and oils",164.56,,,12.10573,,,-0.74789,,
2012M09,"Sep. 2012",IN0001.06,"Agricultural raw materials",133.67,,,-23.7696,,,1.89816,,
2012M09,"Sep. 2012",IN0001.07,"Minerals, ores and metals",151.11,,,-12.69355,,,5.54585,,
2012M09,"Sep. 2012",IN0001.08,"Minerals, ores and non-precious metals",145.58,,,-23.16462,,,1.8897,,
2012M09,"Sep. 2012",IN0001.09,"Precious metals",155.48,,,-2.90389,,,8.42399,,
2012M09,"Sep. 2012",IN0001.10,"Fuels",198.46,,,0.26777,,,0.8435,,
2012M09,"Sep. 2012",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2012M09,"Sep. 2012",IN0001.05,"Tropical beverages and food",122.58,,,-11.24466,,,-1.2805,,
2012M09,"Sep. 2012",IN0001.22,"All groups excl. fuels",143.92,,,-11.19339,,,2.9618,,
2012M09,"Sep. 2012",IN0001.23,"All groups excl. precious metals",180.64,,,-3.64839,,,0.74735,,
2012M09,"Sep. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.71,,,-14.86528,,,0.40536,,
2012M10,"Oct. 2012",IN0001.20,"All groups",177.21,,,-0.18587,,,-0.25329,,
2012M10,"Oct. 2012",IN0001.01,"All food",129.99,,,-2.68753,,,-3.8962,,
2012M10,"Oct. 2012",IN0001.02,"Food",125.83,,,-4.92633,,,-0.42732,,
2012M10,"Oct. 2012",IN0001.03,"Tropical beverages",106.34,,,-20.54098,,,-4.18957,,
2012M10,"Oct. 2012",IN0001.04,"Vegetable oilseeds and oils",150.68,,,11.14553,,,-8.43461,,
2012M10,"Oct. 2012",IN0001.06,"Agricultural raw materials",137.47,,,-16.95663,,,2.84282,,
2012M10,"Oct. 2012",IN0001.07,"Minerals, ores and metals",153.84,,,-1.74363,,,1.80663,,
2012M10,"Oct. 2012",IN0001.08,"Minerals, ores and non-precious metals",151.78,,,-9.16816,,,4.25883,,
2012M10,"Oct. 2012",IN0001.09,"Precious metals",155.47,,,4.86308,,,-0.00643,,
2012M10,"Oct. 2012",IN0001.10,"Fuels",197.71,,,1.45738,,,-0.37791,,
2012M10,"Oct. 2012",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2012M10,"Oct. 2012",IN0001.05,"Tropical beverages and food",121.02,,,-8.81555,,,-1.27264,,
2012M10,"Oct. 2012",IN0001.22,"All groups excl. fuels",143.97,,,-3.66678,,,0.03474,,
2012M10,"Oct. 2012",IN0001.23,"All groups excl. precious metals",180.13,,,-0.74388,,,-0.28233,,
2012M10,"Oct. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.79,,,-7.46716,,,0.05767,,
2012M11,"Nov. 2012",IN0001.20,"All groups",175.18,,,-2.2051,,,-1.14553,,
2012M11,"Nov. 2012",IN0001.01,"All food",126.51,,,-4.85824,,,-2.67713,,
2012M11,"Nov. 2012",IN0001.02,"Food",125.14,,,-4.33453,,,-0.54836,,
2012M11,"Nov. 2012",IN0001.03,"Tropical beverages",102.58,,,-23.14954,,,-3.53583,,
2012M11,"Nov. 2012",IN0001.04,"Vegetable oilseeds and oils",142.5,,,4.44151,,,-5.42872,,
2012M11,"Nov. 2012",IN0001.06,"Agricultural raw materials",134.75,,,-11.16751,,,-1.97861,,
2012M11,"Nov. 2012",IN0001.07,"Minerals, ores and metals",152.49,,,-3.00852,,,-0.87754,,
2012M11,"Nov. 2012",IN0001.08,"Minerals, ores and non-precious metals",151.86,,,-5.28876,,,0.05271,,
2012M11,"Nov. 2012",IN0001.09,"Precious metals",152.99,,,-1.13093,,,-1.59516,,
2012M11,"Nov. 2012",IN0001.10,"Fuels",195.8,,,-1.20093,,,-0.96606,,
2012M11,"Nov. 2012",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2012M11,"Nov. 2012",IN0001.05,"Tropical beverages and food",119.58,,,-9.04389,,,-1.18989,,
2012M11,"Nov. 2012",IN0001.22,"All groups excl. fuels",141.75,,,-4.39093,,,-1.54199,,
2012M11,"Nov. 2012",IN0001.23,"All groups excl. precious metals",178.16,,,-2.32992,,,-1.09365,,
2012M11,"Nov. 2012",IN0001.24,"All groups excl. precious metals and fuels",136.68,,,-5.95197,,,-1.52028,,
2012M12,"Dec. 2012",IN0001.20,"All groups",174.33,,,-0.57035,,,-0.48522,,
2012M12,"Dec. 2012",IN0001.01,"All food",125.96,,,-3.59712,,,-0.43475,,
2012M12,"Dec. 2012",IN0001.02,"Food",124.66,,,-2.05845,,,-0.38357,,
2012M12,"Dec. 2012",IN0001.03,"Tropical beverages",99.85,,,-22.83617,,,-2.66134,,
2012M12,"Dec. 2012",IN0001.04,"Vegetable oilseeds and oils",143.09,,,4.25501,,,0.41404,,
2012M12,"Dec. 2012",IN0001.06,"Agricultural raw materials",137.32,,,-7.80799,,,1.90724,,
2012M12,"Dec. 2012",IN0001.07,"Minerals, ores and metals",154.41,,,1.15296,,,1.2591,,
2012M12,"Dec. 2012",IN0001.08,"Minerals, ores and non-precious metals",159.79,,,-0.72689,,,5.22191,,
2012M12,"Dec. 2012",IN0001.09,"Precious metals",150.16,,,2.79299,,,-1.84979,,
2012M12,"Dec. 2012",IN0001.10,"Fuels",193.74,,,-0.26255,,,-1.05209,,
2012M12,"Dec. 2012",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2012M12,"Dec. 2012",IN0001.05,"Tropical beverages and food",118.54,,,-7.2457,,,-0.86971,,
2012M12,"Dec. 2012",IN0001.22,"All groups excl. fuels",142.87,,,-1.23056,,,0.79012,,
2012M12,"Dec. 2012",IN0001.23,"All groups excl. precious metals",177.58,,,-0.93719,,,-0.32555,,
2012M12,"Dec. 2012",IN0001.24,"All groups excl. precious metals and fuels",139.59,,,-3.0625,,,2.12906,,
2013M01,"Jan. 2013",IN0001.20,"All groups",178.06,,,-0.1738,,,2.13962,,
2013M01,"Jan. 2013",IN0001.01,"All food",126.54,,,-3.8815,,,0.46046,,
2013M01,"Jan. 2013",IN0001.02,"Food",124.27,,,-2.38787,,,-0.31285,,
2013M01,"Jan. 2013",IN0001.03,"Tropical beverages",100.04,,,-22.39547,,,0.19029,,
2013M01,"Jan. 2013",IN0001.04,"Vegetable oilseeds and oils",145.57,,,3.42451,,,1.73317,,
2013M01,"Jan. 2013",IN0001.06,"Agricultural raw materials",142.75,,,-6.91836,,,3.95427,,
2013M01,"Jan. 2013",IN0001.07,"Minerals, ores and metals",158.75,,,1.47012,,,2.8107,,
2013M01,"Jan. 2013",IN0001.08,"Minerals, ores and non-precious metals",171.49,,,1.75636,,,7.32211,,
2013M01,"Jan. 2013",IN0001.09,"Precious metals",148.68,,,1.20482,,,-0.98562,,
2013M01,"Jan. 2013",IN0001.10,"Fuels",197.82,,,0.21277,,,2.10592,,
2013M01,"Jan. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M01,"Jan. 2013",IN0001.05,"Tropical beverages and food",118.3,,,-7.361,,,-0.20246,,
2013M01,"Jan. 2013",IN0001.22,"All groups excl. fuels",146.01,,,-1.0303,,,2.1978,,
2013M01,"Jan. 2013",IN0001.23,"All groups excl. precious metals",182,,,-0.32859,,,2.48902,,
2013M01,"Jan. 2013",IN0001.24,"All groups excl. precious metals and fuels",144.81,,,-2.02963,,,3.73952,,
2013M02,"Feb. 2013",IN0001.20,"All groups",181.4,,,-2.59357,,,1.87577,,
2013M02,"Feb. 2013",IN0001.01,"All food",126.69,,,-5.11534,,,0.11854,,
2013M02,"Feb. 2013",IN0001.02,"Food",123.69,,,-4.56019,,,-0.46673,,
2013M02,"Feb. 2013",IN0001.03,"Tropical beverages",97.23,,,-22.37745,,,-2.80888,,
2013M02,"Feb. 2013",IN0001.04,"Vegetable oilseeds and oils",148.67,,,2.51689,,,2.12956,,
2013M02,"Feb. 2013",IN0001.06,"Agricultural raw materials",141.48,,,-10.41033,,,-0.88967,,
2013M02,"Feb. 2013",IN0001.07,"Minerals, ores and metals",158.69,,,-2.5066,,,-0.0378,,
2013M02,"Feb. 2013",IN0001.08,"Minerals, ores and non-precious metals",175.89,,,2.42241,,,2.56575,,
2013M02,"Feb. 2013",IN0001.09,"Precious metals",145.11,,,-6.79556,,,-2.40113,,
2013M02,"Feb. 2013",IN0001.10,"Fuels",203.3,,,-1.91064,,,2.7702,,
2013M02,"Feb. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M02,"Feb. 2013",IN0001.05,"Tropical beverages and food",117.17,,,-8.8384,,,-0.9552,,
2013M02,"Feb. 2013",IN0001.22,"All groups excl. fuels",145.91,,,-4.08861,,,-0.06849,,
2013M02,"Feb. 2013",IN0001.23,"All groups excl. precious metals",186.28,,,-2.12788,,,2.35165,,
2013M02,"Feb. 2013",IN0001.24,"All groups excl. precious metals and fuels",146.27,,,-2.83,,,1.00822,,
2013M03,"Mar. 2013",IN0001.20,"All groups",174.61,,,-8.54285,,,-3.74311,,
2013M03,"Mar. 2013",IN0001.01,"All food",124.82,,,-7.11415,,,-1.47604,,
2013M03,"Mar. 2013",IN0001.02,"Food",124.24,,,-4.81882,,,0.44466,,
2013M03,"Mar. 2013",IN0001.03,"Tropical beverages",95.29,,,-18.88142,,,-1.99527,,
2013M03,"Mar. 2013",IN0001.04,"Vegetable oilseeds and oils",142.64,,,-5.34837,,,-4.05596,,
2013M03,"Mar. 2013",IN0001.06,"Agricultural raw materials",136.19,,,-13.67814,,,-3.73904,,
2013M03,"Mar. 2013",IN0001.07,"Minerals, ores and metals",151.57,,,-4.99561,,,-4.48674,,
2013M03,"Mar. 2013",IN0001.08,"Minerals, ores and non-precious metals",164.48,,,-4.26077,,,-6.48701,,
2013M03,"Mar. 2013",IN0001.09,"Precious metals",141.37,,,-5.6527,,,-2.57736,,
2013M03,"Mar. 2013",IN0001.10,"Fuels",195.46,,,-9.417,,,-3.85637,,
2013M03,"Mar. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M03,"Mar. 2013",IN0001.05,"Tropical beverages and food",117.1,,,-8.01979,,,-0.05974,,
2013M03,"Mar. 2013",IN0001.22,"All groups excl. fuels",140.79,,,-6.52636,,,-3.50901,,
2013M03,"Mar. 2013",IN0001.23,"All groups excl. precious metals",179.07,,,-8.84239,,,-3.87052,,
2013M03,"Mar. 2013",IN0001.24,"All groups excl. precious metals and fuels",140.53,,,-6.91528,,,-3.92425,,
2013M04,"Apr. 2013",IN0001.20,"All groups",168.94,,,-8.72055,,,-3.24724,,
2013M04,"Apr. 2013",IN0001.01,"All food",121.93,,,-9.231,,,-2.31533,,
2013M04,"Apr. 2013",IN0001.02,"Food",121.54,,,-4.66703,,,-2.17321,,
2013M04,"Apr. 2013",IN0001.03,"Tropical beverages",94.29,,,-16.80049,,,-1.04943,,
2013M04,"Apr. 2013",IN0001.04,"Vegetable oilseeds and oils",138.34,,,-12.53714,,,-3.01458,,
2013M04,"Apr. 2013",IN0001.06,"Agricultural raw materials",129.59,,,-16.5658,,,-4.84617,,
2013M04,"Apr. 2013",IN0001.07,"Minerals, ores and metals",142.34,,,-9.43564,,,-6.0896,,
2013M04,"Apr. 2013",IN0001.08,"Minerals, ores and non-precious metals",156.59,,,-7.87198,,,-4.79694,,
2013M04,"Apr. 2013",IN0001.09,"Precious metals",131.09,,,-10.85951,,,-7.2717,,
2013M04,"Apr. 2013",IN0001.10,"Fuels",190.47,,,-8.11867,,,-2.55295,,
2013M04,"Apr. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M04,"Apr. 2013",IN0001.05,"Tropical beverages and food",114.83,,,-7.39516,,,-1.93851,,
2013M04,"Apr. 2013",IN0001.22,"All groups excl. fuels",134.02,,,-10.0899,,,-4.80858,,
2013M04,"Apr. 2013",IN0001.23,"All groups excl. precious metals",174.02,,,-8.50202,,,-2.82013,,
2013M04,"Apr. 2013",IN0001.24,"All groups excl. precious metals and fuels",135.34,,,-9.74325,,,-3.69316,,
2013M05,"May  2013",IN0001.20,"All groups",165.86,,,-4.97852,,,-1.82313,,
2013M05,"May  2013",IN0001.01,"All food",119.11,,,-9.19418,,,-2.3128,,
2013M05,"May  2013",IN0001.02,"Food",122.41,,,-2.57084,,,0.71581,,
2013M05,"May  2013",IN0001.03,"Tropical beverages",94.02,,,-15.82057,,,-0.28635,,
2013M05,"May  2013",IN0001.04,"Vegetable oilseeds and oils",127.64,,,-15.95997,,,-7.73457,,
2013M05,"May  2013",IN0001.06,"Agricultural raw materials",129.08,,,-12.86621,,,-0.39355,,
2013M05,"May  2013",IN0001.07,"Minerals, ores and metals",135.94,,,-9.12494,,,-4.49628,,
2013M05,"May  2013",IN0001.08,"Minerals, ores and non-precious metals",150.41,,,-6.73405,,,-3.94661,,
2013M05,"May  2013",IN0001.09,"Precious metals",124.51,,,-11.29239,,,-5.01945,,
2013M05,"May  2013",IN0001.10,"Fuels",188.33,,,-2.91267,,,-1.12354,,
2013M05,"May  2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M05,"May  2013",IN0001.05,"Tropical beverages and food",115.41,,,-5.55646,,,0.50509,,
2013M05,"May  2013",IN0001.22,"All groups excl. fuels",129.43,,,-9.52115,,,-3.42486,,
2013M05,"May  2013",IN0001.23,"All groups excl. precious metals",171.42,,,-4.30948,,,-1.49408,,
2013M05,"May  2013",IN0001.24,"All groups excl. precious metals and fuels",131.64,,,-8.74809,,,-2.73386,,
2013M06,"June 2013",IN0001.20,"All groups",163.55,,,1.99563,,,-1.39274,,
2013M06,"June 2013",IN0001.01,"All food",118.41,,,-7.52109,,,-0.58769,,
2013M06,"June 2013",IN0001.02,"Food",121,,,-2.62353,,,-1.15187,,
2013M06,"June 2013",IN0001.03,"Tropical beverages",87.43,,,-16.36694,,,-7.00915,,
2013M06,"June 2013",IN0001.04,"Vegetable oilseeds and oils",131.55,,,-11.11486,,,3.0633,,
2013M06,"June 2013",IN0001.06,"Agricultural raw materials",128.14,,,-6.38515,,,-0.72823,,
2013M06,"June 2013",IN0001.07,"Minerals, ores and metals",129.04,,,-12.62189,,,-5.07577,,
2013M06,"June 2013",IN0001.08,"Minerals, ores and non-precious metals",143.01,,,-8.57307,,,-4.91989,,
2013M06,"June 2013",IN0001.09,"Precious metals",118,,,-16.17532,,,-5.2285,,
2013M06,"June 2013",IN0001.10,"Fuels",187.16,,,8.17247,,,-0.62125,,
2013M06,"June 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M06,"June 2013",IN0001.05,"Tropical beverages and food",112.73,,,-5.58626,,,-2.32216,,
2013M06,"June 2013",IN0001.22,"All groups excl. fuels",125.26,,,-10.40698,,,-3.22182,,
2013M06,"June 2013",IN0001.23,"All groups excl. precious metals",169.67,,,4.1048,,,-1.02088,,
2013M06,"June 2013",IN0001.24,"All groups excl. precious metals and fuels",128.53,,,-7.78447,,,-2.3625,,
2013M07,"Jul. 2013",IN0001.20,"All groups",165.76,,,-1.08015,,,1.35127,,
2013M07,"Jul. 2013",IN0001.01,"All food",116.5,,,-16.07233,,,-1.61304,,
2013M07,"Jul. 2013",IN0001.02,"Food",119.8,,,-9.58491,,,-0.99174,,
2013M07,"Jul. 2013",IN0001.03,"Tropical beverages",87.73,,,-22.36283,,,0.34313,,
2013M07,"Jul. 2013",IN0001.04,"Vegetable oilseeds and oils",127.12,,,-22.70931,,,-3.36754,,
2013M07,"Jul. 2013",IN0001.06,"Agricultural raw materials",125.35,,,-8.46356,,,-2.17731,,
2013M07,"Jul. 2013",IN0001.07,"Minerals, ores and metals",128.34,,,-12.28214,,,-0.54247,,
2013M07,"Jul. 2013",IN0001.08,"Minerals, ores and non-precious metals",147.81,,,-4.10043,,,3.35641,,
2013M07,"Jul. 2013",IN0001.09,"Precious metals",112.96,,,-19.38914,,,-4.27119,,
2013M07,"Jul. 2013",IN0001.10,"Fuels",191.55,,,4.758,,,2.34559,,
2013M07,"Jul. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M07,"Jul. 2013",IN0001.05,"Tropical beverages and food",111.9,,,-12.36589,,,-0.73627,,
2013M07,"Jul. 2013",IN0001.22,"All groups excl. fuels",123.94,,,-13.20728,,,-1.05381,,
2013M07,"Jul. 2013",IN0001.23,"All groups excl. precious metals",172.85,,,0.93431,,,1.87423,,
2013M07,"Jul. 2013",IN0001.24,"All groups excl. precious metals and fuels",128.88,,,-10.5,,,0.27231,,
2013M08,"Aug. 2013",IN0001.20,"All groups",169.54,,,-3.14767,,,2.28041,,
2013M08,"Aug. 2013",IN0001.01,"All food",114.53,,,-16.24863,,,-1.69099,,
2013M08,"Aug. 2013",IN0001.02,"Food",116.16,,,-9.92556,,,-3.0384,,
2013M08,"Aug. 2013",IN0001.03,"Tropical beverages",87.46,,,-20.14244,,,-0.30776,,
2013M08,"Aug. 2013",IN0001.04,"Vegetable oilseeds and oils",127.09,,,-23.34741,,,-0.0236,,
2013M08,"Aug. 2013",IN0001.06,"Agricultural raw materials",128.07,,,-2.37079,,,2.16992,,
2013M08,"Aug. 2013",IN0001.07,"Minerals, ores and metals",134.88,,,-5.79032,,,5.09584,,
2013M08,"Aug. 2013",IN0001.08,"Minerals, ores and non-precious metals",154.87,,,8.39166,,,4.7764,,
2013M08,"Aug. 2013",IN0001.09,"Precious metals",119.09,,,-16.95258,,,5.4267,,
2013M08,"Aug. 2013",IN0001.10,"Fuels",195.68,,,-0.56911,,,2.1561,,
2013M08,"Aug. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M08,"Aug. 2013",IN0001.05,"Tropical beverages and food",109.09,,,-12.14464,,,-2.51117,,
2013M08,"Aug. 2013",IN0001.22,"All groups excl. fuels",127.15,,,-9.03563,,,2.58996,,
2013M08,"Aug. 2013",IN0001.23,"All groups excl. precious metals",176.31,,,-1.6676,,,2.00174,,
2013M08,"Aug. 2013",IN0001.24,"All groups excl. precious metals and fuels",130.78,,,-5.33478,,,1.47424,,
2013M09,"Sep. 2013",IN0001.20,"All groups",170.24,,,-4.17652,,,0.41288,,
2013M09,"Sep. 2013",IN0001.01,"All food",115.95,,,-14.27621,,,1.23985,,
2013M09,"Sep. 2013",IN0001.02,"Food",114.78,,,-9.17148,,,-1.18802,,
2013M09,"Sep. 2013",IN0001.03,"Tropical beverages",84.84,,,-23.56068,,,-2.99566,,
2013M09,"Sep. 2013",IN0001.04,"Vegetable oilseeds and oils",135.7,,,-17.53768,,,6.77473,,
2013M09,"Sep. 2013",IN0001.06,"Agricultural raw materials",128.5,,,-3.86773,,,0.33575,,
2013M09,"Sep. 2013",IN0001.07,"Minerals, ores and metals",133.35,,,-11.75303,,,-1.13434,,
2013M09,"Sep. 2013",IN0001.08,"Minerals, ores and non-precious metals",151.18,,,3.84668,,,-2.38264,,
2013M09,"Sep. 2013",IN0001.09,"Precious metals",119.27,,,-23.28917,,,0.15115,,
2013M09,"Sep. 2013",IN0001.10,"Fuels",197.01,,,-0.73063,,,0.67968,,
2013M09,"Sep. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M09,"Sep. 2013",IN0001.05,"Tropical beverages and food",107.4,,,-12.38375,,,-1.54918,,
2013M09,"Sep. 2013",IN0001.22,"All groups excl. fuels",126.84,,,-11.8677,,,-0.24381,,
2013M09,"Sep. 2013",IN0001.23,"All groups excl. precious metals",177.09,,,-1.96523,,,0.4424,,
2013M09,"Sep. 2013",IN0001.24,"All groups excl. precious metals and fuels",130.24,,,-6.10626,,,-0.41291,,
2013M10,"Oct. 2013",IN0001.20,"All groups",168.1,,,-5.14079,,,-1.25705,,
2013M10,"Oct. 2013",IN0001.01,"All food",115.73,,,-10.97007,,,-0.18974,,
2013M10,"Oct. 2013",IN0001.02,"Food",116.44,,,-7.46245,,,1.44624,,
2013M10,"Oct. 2013",IN0001.03,"Tropical beverages",83.18,,,-21.7792,,,-1.95662,,
2013M10,"Oct. 2013",IN0001.04,"Vegetable oilseeds and oils",133.02,,,-11.7202,,,-1.97494,,
2013M10,"Oct. 2013",IN0001.06,"Agricultural raw materials",127.87,,,-6.98334,,,-0.49027,,
2013M10,"Oct. 2013",IN0001.07,"Minerals, ores and metals",131.44,,,-14.56058,,,-1.43232,,
2013M10,"Oct. 2013",IN0001.08,"Minerals, ores and non-precious metals",150.5,,,-0.84333,,,-0.44979,,
2013M10,"Oct. 2013",IN0001.09,"Precious metals",116.38,,,-25.14311,,,-2.42307,,
2013M10,"Oct. 2013",IN0001.10,"Fuels",194.29,,,-1.72981,,,-1.38064,,
2013M10,"Oct. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2013M10,"Oct. 2013",IN0001.05,"Tropical beverages and food",108.24,,,-10.56024,,,0.78212,,
2013M10,"Oct. 2013",IN0001.22,"All groups excl. fuels",125.64,,,-12.73182,,,-0.94607,,
2013M10,"Oct. 2013",IN0001.23,"All groups excl. precious metals",175.05,,,-2.82019,,,-1.15196,,
2013M10,"Oct. 2013",IN0001.24,"All groups excl. precious metals and fuels",129.8,,,-6.47741,,,-0.33784,,
2013M11,"Nov. 2013",IN0001.20,"All groups",166.86,,,-4.7494,,,-0.73766,,
2013M11,"Nov. 2013",IN0001.01,"All food",116.51,,,-7.90451,,,0.67398,,
2013M11,"Nov. 2013",IN0001.02,"Food",116.19,,,-7.15199,,,-0.2147,,
2013M11,"Nov. 2013",IN0001.03,"Tropical beverages",81.23,,,-20.81302,,,-2.34431,,
2013M11,"Nov. 2013",IN0001.04,"Vegetable oilseeds and oils",137.13,,,-3.76842,,,3.08976,,
2013M11,"Nov. 2013",IN0001.06,"Agricultural raw materials",126.73,,,-5.95176,,,-0.89153,,
2013M11,"Nov. 2013",IN0001.07,"Minerals, ores and metals",129.56,,,-15.03705,,,-1.43031,,
2013M11,"Nov. 2013",IN0001.08,"Minerals, ores and non-precious metals",150.84,,,-0.67167,,,0.22591,,
2013M11,"Nov. 2013",IN0001.09,"Precious metals",112.74,,,-26.30891,,,-3.12769,,
2013M11,"Nov. 2013",IN0001.10,"Fuels",192.83,,,-1.51685,,,-0.75145,,
2013M11,"Nov. 2013",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
